Date,Year,Peak Chart Position,Artist - Source Database,Artist - Modified,Title - Source Database,Title - Modified,Duration,Original Record Label & Catalog No.,Suggested Filename,Concatenate,Eliminate Hyphens,Substitute Google Comma Char.,Eliminate Ampersand Phrases,,,Eliminate Parentheticals,,Search Formula
07/10/99,1999,17,Faith Evans,Faith Evans,Never Gonna Let You Go,Never Gonna Let You Go,4:19,Bad Boy 79252,Faith Evans--Never Gonna Let You Go (1999),%22Faith Evans%22+%22Never Gonna Let You Go%22,%22Faith Evans%22+%22Never Gonna Let You Go%22,%22Faith Evans%22+%22Never Gonna Let You Go%22,,,%22Faith Evans%22+%22Never Gonna Let You Go%22,,,https://www.google.com/search?q=%22Faith Evans%22+%22Never Gonna Let You Go%22&ie=utf-8&oe=utf-8
07/10/99,1999,19,Juvenile Featuring Manny Fresh & Lil’ Wayne,Juvenile,Back That Thang Up,Back That Thang Up,4:22,Cash Money 156482,Juvenile--Back That Thang Up (1999),%22Juvenile%22+%22Back That Thang Up%22,%22Juvenile%22+%22Back That Thang Up%22,%22Juvenile%22+%22Back That Thang Up%22,,,%22Juvenile%22+%22Back That Thang Up%22,,,https://www.google.com/search?q=%22Juvenile%22+%22Back That Thang Up%22&ie=utf-8&oe=utf-8
07/10/99,1999,34,Kenny Chesney,Kenny Chesney,You Had Me From Hello,You Had Me From Hello,3:51,BNA Album Cut,Kenny Chesney--You Had Me From Hello (1999),%22Kenny Chesney%22+%22You Had Me From Hello%22,%22Kenny Chesney%22+%22You Had Me From Hello%22,%22Kenny Chesney%22+%22You Had Me From Hello%22,,,%22Kenny Chesney%22+%22You Had Me From Hello%22,,,https://www.google.com/search?q=%22Kenny Chesney%22+%22You Had Me From Hello%22&ie=utf-8&oe=utf-8
07/10/99,1999,39,Alan Jackson,Alan Jackson,Little Man,Little Man,4:27,Arista Album Cut,Alan Jackson--Little Man (1999),%22Alan Jackson%22+%22Little Man%22,%22Alan Jackson%22+%22Little Man%22,%22Alan Jackson%22+%22Little Man%22,,,%22Alan Jackson%22+%22Little Man%22,,,https://www.google.com/search?q=%22Alan Jackson%22+%22Little Man%22&ie=utf-8&oe=utf-8
07/17/99,1999,3,LFO,LFO,Summer Girls,Summer Girls,4:17,Logic/Arista 13692,LFO--Summer Girls (1999),%22LFO%22+%22Summer Girls%22,%22LFO%22+%22Summer Girls%22,%22LFO%22+%22Summer Girls%22,,,%22LFO%22+%22Summer Girls%22,,,https://www.google.com/search?q=%22LFO%22+%22Summer Girls%22&ie=utf-8&oe=utf-8
07/17/99,1999,16,Ginuwine,Ginuwine,So Anxious,So Anxious,3:58,550 Music Album Cut,Ginuwine--So Anxious (1999),%22Ginuwine%22+%22So Anxious%22,%22Ginuwine%22+%22So Anxious%22,%22Ginuwine%22+%22So Anxious%22,,,%22Ginuwine%22+%22So Anxious%22,,,https://www.google.com/search?q=%22Ginuwine%22+%22So Anxious%22&ie=utf-8&oe=utf-8
07/17/99,1999,18,Vitamin C Featuring Lady Saw,Vitamin C,Smile,Smile,4:00,Elektra 64041,Vitamin C--Smile (1999),%22Vitamin C%22+%22Smile%22,%22Vitamin C%22+%22Smile%22,%22Vitamin C%22+%22Smile%22,,,%22Vitamin C%22+%22Smile%22,,,https://www.google.com/search?q=%22Vitamin C%22+%22Smile%22&ie=utf-8&oe=utf-8
07/17/99,1999,26,Q-Tip,Q-Tip,Vivrant Thing,Vivrant Thing,3:12,Violator 562170,Q-Tip--Vivrant Thing (1999),%22Q-Tip%22+%22Vivrant Thing%22,%22Q-Tip%22+%22Vivrant Thing%22,%22Q-Tip%22+%22Vivrant Thing%22,,,%22Q-Tip%22+%22Vivrant Thing%22,,,https://www.google.com/search?q=%22Q-Tip%22+%22Vivrant Thing%22&ie=utf-8&oe=utf-8
07/17/99,1999,42,Amber,Amber,Sexual (Li Da Di),Sexual (Li Da Di),4:38,Tommy Boy 381,Amber--Sexual (Li Da Di) (1999),%22Amber%22+%22Sexual (Li Da Di)%22,%22Amber%22+%22Sexual (Li Da Di)%22,%22Amber%22+%22Sexual (Li Da Di)%22,,,%22Amber%22+%22Sexual (Li Da Di)%22,23,32,https://www.google.com/search?q=%22Amber%22+%22Sexual%22&ie=utf-8&oe=utf-8
07/17/99,1999,49,Lenny Kravitz,Lenny Kravitz,American Woman,American Woman,3:50,Maverick Album Cut,Lenny Kravitz--American Woman (1999),%22Lenny Kravitz%22+%22American Woman%22,%22Lenny Kravitz%22+%22American Woman%22,%22Lenny Kravitz%22+%22American Woman%22,,,%22Lenny Kravitz%22+%22American Woman%22,,,https://www.google.com/search?q=%22Lenny Kravitz%22+%22American Woman%22&ie=utf-8&oe=utf-8
07/17/99,1999,49,Shania Twain,Shania Twain,You’ve Got A Way,You've Got a Way,3:24,Mercury Album Cut,Shania Twain--You've Got a Way (1999),%22Shania Twain%22+%22You've Got a Way%22,%22Shania Twain%22+%22You%27ve Got a Way%22,%22Shania Twain%22+%22You%27ve Got a Way%22,,,%22Shania Twain%22+%22You%27ve Got a Way%22,,,https://www.google.com/search?q=%22Shania Twain%22+%22You%27ve Got a Way%22&ie=utf-8&oe=utf-8
07/17/99,1999,58,Blink-182,Blink-182,What’s My Age Again?,What's My Age Again,2:28,MCA Album Cut,Blink-182--What's My Age Again (1999),%22Blink-182%22+%22What's My Age Again%22,%22Blink-182%22+%22What%27s My Age Again%22,%22Blink-182%22+%22What%27s My Age Again%22,,,%22Blink-182%22+%22What%27s My Age Again%22,,,https://www.google.com/search?q=%22Blink-182%22+%22What%27s My Age Again%22&ie=utf-8&oe=utf-8
07/17/99,1999,85,Mary Chapin Carpenter,Mary Chapin Carpenter,Almost Home,Almost Home,3:43,Columbia 79148,Mary Chapin Carpenter--Almost Home (1999),%22Mary Chapin Carpenter%22+%22Almost Home%22,%22Mary Chapin Carpenter%22+%22Almost Home%22,%22Mary Chapin Carpenter%22+%22Almost Home%22,,,%22Mary Chapin Carpenter%22+%22Almost Home%22,,,https://www.google.com/search?q=%22Mary Chapin Carpenter%22+%22Almost Home%22&ie=utf-8&oe=utf-8
07/24/99,1999,39,"Dixie Chicks, The",Dixie Chicks,Ready To Run,Ready to Run,3:52,Monument Album Cut,Dixie Chicks--Ready to Run (1999),%22Dixie Chicks%22+%22Ready to Run%22,%22Dixie Chicks%22+%22Ready to Run%22,%22Dixie Chicks%22+%22Ready to Run%22,,,%22Dixie Chicks%22+%22Ready to Run%22,,,https://www.google.com/search?q=%22Dixie Chicks%22+%22Ready to Run%22&ie=utf-8&oe=utf-8
07/24/99,1999,44,Mary J. Blige,Mary J. Blige,All That I Can Say,All That I Can Say,5:30,MCA Album Cut,Mary J. Blige--All That I Can Say (1999),%22Mary J. Blige%22+%22All That I Can Say%22,%22Mary J. Blige%22+%22All That I Can Say%22,%22Mary J. Blige%22+%22All That I Can Say%22,,,%22Mary J. Blige%22+%22All That I Can Say%22,,,https://www.google.com/search?q=%22Mary J. Blige%22+%22All That I Can Say%22&ie=utf-8&oe=utf-8
07/24/99,1999,64,Missy “Misdemeanor” Elliott Featuring Big Boi Of Outkast & Nicole,Missy 'Misdemeanor' Elliott,All N My Grill,All N My Grill,3:53,Gold Mind Album Cut,Missy 'Misdemeanor' Elliott--All N My Grill (1999),%22Missy 'Misdemeanor' Elliott%22+%22All N My Grill%22,%22Missy %27Misdemeanor%27 Elliott%22+%22All N My Grill%22,%22Missy %27Misdemeanor%27 Elliott%22+%22All N My Grill%22,,,%22Missy %27Misdemeanor%27 Elliott%22+%22All N My Grill%22,,,https://www.google.com/search?q=%22Missy %27Misdemeanor%27 Elliott%22+%22All N My Grill%22&ie=utf-8&oe=utf-8
07/24/99,1999,70,Coko,Coko,Sunshine,Sunshine,4:05,RCA 65751,Coko--Sunshine (1999),%22Coko%22+%22Sunshine%22,%22Coko%22+%22Sunshine%22,%22Coko%22+%22Sunshine%22,,,%22Coko%22+%22Sunshine%22,,,https://www.google.com/search?q=%22Coko%22+%22Sunshine%22&ie=utf-8&oe=utf-8
07/24/99,1999,79,Donna Summer,Donna Summer,I Will Go With You (Con Te Partiro),I Will Go With You (Con Te Partiro),3:58,Epic 79201,Donna Summer--I Will Go With You (Con Te Partiro) (1999),%22Donna Summer%22+%22I Will Go With You (Con Te Partiro)%22,%22Donna Summer%22+%22I Will Go With You (Con Te Partiro)%22,%22Donna Summer%22+%22I Will Go With You (Con Te Partiro)%22,,,%22Donna Summer%22+%22I Will Go With You (Con Te Partiro)%22,42,57,https://www.google.com/search?q=%22Donna Summer%22+%22I Will Go With You%22&ie=utf-8&oe=utf-8
07/31/99,1999,1,Santana Featuring Rob Thomas,Santana,Smooth,Smooth,4:04,Arista 13718,Santana--Smooth (1999),%22Santana%22+%22Smooth%22,%22Santana%22+%22Smooth%22,%22Santana%22+%22Smooth%22,,,%22Santana%22+%22Smooth%22,,,https://www.google.com/search?q=%22Santana%22+%22Smooth%22&ie=utf-8&oe=utf-8
07/31/99,1999,46,Montgomery Gentry,Montgomery Gentry,Lonely And Gone,Lonely and Gone,3:18,Columbia 79210,Montgomery Gentry--Lonely and Gone (1999),%22Montgomery Gentry%22+%22Lonely and Gone%22,%22Montgomery Gentry%22+%22Lonely and Gone%22,%22Montgomery Gentry%22+%22Lonely and Gone%22,,,%22Montgomery Gentry%22+%22Lonely and Gone%22,,,https://www.google.com/search?q=%22Montgomery Gentry%22+%22Lonely and Gone%22&ie=utf-8&oe=utf-8
07/31/99,1999,80,Limp Bizkit,Limp Bizkit,Nookie,Nookie,4:27,Flip Album Cut,Limp Bizkit--Nookie (1999),%22Limp Bizkit%22+%22Nookie%22,%22Limp Bizkit%22+%22Nookie%22,%22Limp Bizkit%22+%22Nookie%22,,,%22Limp Bizkit%22+%22Nookie%22,,,https://www.google.com/search?q=%22Limp Bizkit%22+%22Nookie%22&ie=utf-8&oe=utf-8
07/31/99,1999,89,Sherrié Austin,Sherrie Austin,Never Been Kissed,Never Been Kissed,3:36,Arista 13140,Sherrie Austin--Never Been Kissed (1999),%22Sherrie Austin%22+%22Never Been Kissed%22,%22Sherrie Austin%22+%22Never Been Kissed%22,%22Sherrie Austin%22+%22Never Been Kissed%22,,,%22Sherrie Austin%22+%22Never Been Kissed%22,,,https://www.google.com/search?q=%22Sherrie Austin%22+%22Never Been Kissed%22&ie=utf-8&oe=utf-8
07/31/99,1999,96,Mercedes Featuring Master P,Mercedes,It’s Your Thing,It's Your Thing,4:00,No Limit 53565,Mercedes--It's Your Thing (1999),%22Mercedes%22+%22It's Your Thing%22,%22Mercedes%22+%22It%27s Your Thing%22,%22Mercedes%22+%22It%27s Your Thing%22,,,%22Mercedes%22+%22It%27s Your Thing%22,,,https://www.google.com/search?q=%22Mercedes%22+%22It%27s Your Thing%22&ie=utf-8&oe=utf-8
08/07/99,1999,2,Ricky Martin,Ricky Martin,She’s All I Ever Had,She's All I Ever Had,4:50,C2 79259,Ricky Martin--She's All I Ever Had (1999),%22Ricky Martin%22+%22She's All I Ever Had%22,%22Ricky Martin%22+%22She%27s All I Ever Had%22,%22Ricky Martin%22+%22She%27s All I Ever Had%22,,,%22Ricky Martin%22+%22She%27s All I Ever Had%22,,,https://www.google.com/search?q=%22Ricky Martin%22+%22She%27s All I Ever Had%22&ie=utf-8&oe=utf-8
08/07/99,1999,13,98°,98 Degrees,I Do (Cherish You),I Do (Cherish You),3:45,Motown Album Cut,98 Degrees--I Do (Cherish You) (1999),%2298 Degrees%22+%22I Do (Cherish You)%22,%2298 Degrees%22+%22I Do (Cherish You)%22,%2298 Degrees%22+%22I Do (Cherish You)%22,,,%2298 Degrees%22+%22I Do (Cherish You)%22,26,38,https://www.google.com/search?q=%2298 Degrees%22+%22I Do%22&ie=utf-8&oe=utf-8
08/07/99,1999,17,Nine Inch Nails,Nine Inch Nails,The Day The World Went Away,The Day the World Went Away,4:03,Nothing 97026,Nine Inch Nails--The Day the World Went Away (1999),%22Nine Inch Nails%22+%22The Day the World Went Away%22,%22Nine Inch Nails%22+%22The Day the World Went Away%22,%22Nine Inch Nails%22+%22The Day the World Went Away%22,,,%22Nine Inch Nails%22+%22The Day the World Went Away%22,,,https://www.google.com/search?q=%22Nine Inch Nails%22+%22The Day the World Went Away%22&ie=utf-8&oe=utf-8
08/07/99,1999,65,Trisha Yearwood,Trisha Yearwood,I’ll Still Love You More,I'll Still Love You More,4:25,MCA Album Cut,Trisha Yearwood--I'll Still Love You More (1999),%22Trisha Yearwood%22+%22I'll Still Love You More%22,%22Trisha Yearwood%22+%22I%27ll Still Love You More%22,%22Trisha Yearwood%22+%22I%27ll Still Love You More%22,,,%22Trisha Yearwood%22+%22I%27ll Still Love You More%22,,,https://www.google.com/search?q=%22Trisha Yearwood%22+%22I%27ll Still Love You More%22&ie=utf-8&oe=utf-8
08/07/99,1999,72,Lee Ann Womack,Lee Ann Womack,(Now You See Me) Now You Don’t,(Now You See Me) Now You Don't,2:38,Decca Album Cut,Lee Ann Womack--(Now You See Me) Now You Don't (1999),%22Lee Ann Womack%22+%22(Now You See Me) Now You Don't%22,%22Lee Ann Womack%22+%22(Now You See Me) Now You Don%27t%22,%22Lee Ann Womack%22+%22(Now You See Me) Now You Don%27t%22,,,%22Lee Ann Womack%22+%22(Now You See Me) Now You Don%27t%22,25,40,https://www.google.com/search?q=%22Lee Ann Womack%22+%2 Now You Don%27t%22&ie=utf-8&oe=utf-8
08/07/99,1999,84,Vengaboys,Vengaboys,"Boom, Boom, Boom, Boom","Boom, Boom, Boom, Boom",3:26,Groovilicious 089,"Vengaboys--Boom, Boom, Boom, Boom (1999)","%22Vengaboys%22+%22Boom, Boom, Boom, Boom%22","%22Vengaboys%22+%22Boom, Boom, Boom, Boom%22",%22Vengaboys%22+%22Boom%2C Boom%2C Boom%2C Boom%22,,,%22Vengaboys%22+%22Boom%2C Boom%2C Boom%2C Boom%22,,,https://www.google.com/search?q=%22Vengaboys%22+%22Boom%2C Boom%2C Boom%2C Boom%22&ie=utf-8&oe=utf-8
08/14/99,1999,9,Len,Len,Steal My Sunshine,Steal My Sunshine,3:58,Work Album Cut,Len--Steal My Sunshine (1999),%22Len%22+%22Steal My Sunshine%22,%22Len%22+%22Steal My Sunshine%22,%22Len%22+%22Steal My Sunshine%22,,,%22Len%22+%22Steal My Sunshine%22,,,https://www.google.com/search?q=%22Len%22+%22Steal My Sunshine%22&ie=utf-8&oe=utf-8
08/14/99,1999,18,Tracie Spencer,Tracie Spencer,It’s All About You (Not About Me),It's All About You (Not About Me),4:10,Capitol 58777,Tracie Spencer--It's All About You (Not About Me) (1999),%22Tracie Spencer%22+%22It's All About You (Not About Me)%22,%22Tracie Spencer%22+%22It%27s All About You (Not About Me)%22,%22Tracie Spencer%22+%22It%27s All About You (Not About Me)%22,,,%22Tracie Spencer%22+%22It%27s All About You (Not About Me)%22,46,59,https://www.google.com/search?q=%22Tracie Spencer%22+%22It%27s All About You%22&ie=utf-8&oe=utf-8
08/14/99,1999,28,Tim McGraw,Tim McGraw,Something Like That,Something Like That,2:58,Curb Album Cut,Tim McGraw--Something Like That (1999),%22Tim McGraw%22+%22Something Like That%22,%22Tim McGraw%22+%22Something Like That%22,%22Tim McGraw%22+%22Something Like That%22,,,%22Tim McGraw%22+%22Something Like That%22,,,https://www.google.com/search?q=%22Tim McGraw%22+%22Something Like That%22&ie=utf-8&oe=utf-8
08/14/99,1999,70,"Lil’ Troy Featuring Yungsta, Fat Pat, Lil’ Will, Hawk, Big T",Lil' Troy,Wanna Be A Baller,Wanna Be a Baller,3:40,Short Stop 156495,Lil' Troy--Wanna Be a Baller (1999),%22Lil' Troy%22+%22Wanna Be a Baller%22,%22Lil%27 Troy%22+%22Wanna Be a Baller%22,%22Lil%27 Troy%22+%22Wanna Be a Baller%22,,,%22Lil%27 Troy%22+%22Wanna Be a Baller%22,,,https://www.google.com/search?q=%22Lil%27 Troy%22+%22Wanna Be a Baller%22&ie=utf-8&oe=utf-8
08/14/99,1999,71,Youngstown,Youngstown,I’ll Be Your Everything,I'll Be Your Everything,3:36,Hollywood 64028,Youngstown--I'll Be Your Everything (1999),%22Youngstown%22+%22I'll Be Your Everything%22,%22Youngstown%22+%22I%27ll Be Your Everything%22,%22Youngstown%22+%22I%27ll Be Your Everything%22,,,%22Youngstown%22+%22I%27ll Be Your Everything%22,,,https://www.google.com/search?q=%22Youngstown%22+%22I%27ll Be Your Everything%22&ie=utf-8&oe=utf-8
08/21/99,1999,13,Ideal,Ideal,Get Gone,Get Gone,4:38,Noontime 38666,Ideal--Get Gone (1999),%22Ideal%22+%22Get Gone%22,%22Ideal%22+%22Get Gone%22,%22Ideal%22+%22Get Gone%22,,,%22Ideal%22+%22Get Gone%22,,,https://www.google.com/search?q=%22Ideal%22+%22Get Gone%22&ie=utf-8&oe=utf-8
08/21/99,1999,62,Silk,Silk,Meeting In My Bedroom,Meeting in My Bedroom,4:23,Elektra Album Cut,Silk--Meeting in My Bedroom (1999),%22Silk%22+%22Meeting in My Bedroom%22,%22Silk%22+%22Meeting in My Bedroom%22,%22Silk%22+%22Meeting in My Bedroom%22,,,%22Silk%22+%22Meeting in My Bedroom%22,,,https://www.google.com/search?q=%22Silk%22+%22Meeting in My Bedroom%22&ie=utf-8&oe=utf-8
08/21/99,1999,86,Chad Brock,Chad Brock,Lightning Does The Work,Lightning Does the Work,3:38,Warner 16984,Chad Brock--Lightning Does the Work (1999),%22Chad Brock%22+%22Lightning Does the Work%22,%22Chad Brock%22+%22Lightning Does the Work%22,%22Chad Brock%22+%22Lightning Does the Work%22,,,%22Chad Brock%22+%22Lightning Does the Work%22,,,https://www.google.com/search?q=%22Chad Brock%22+%22Lightning Does the Work%22&ie=utf-8&oe=utf-8
08/21/99,1999,99,Terry Dexter,Terry Dexter,Better Than Me,Better Than Me,4:08,University 16950,Terry Dexter--Better Than Me (1999),%22Terry Dexter%22+%22Better Than Me%22,%22Terry Dexter%22+%22Better Than Me%22,%22Terry Dexter%22+%22Better Than Me%22,,,%22Terry Dexter%22+%22Better Than Me%22,,,https://www.google.com/search?q=%22Terry Dexter%22+%22Better Than Me%22&ie=utf-8&oe=utf-8
08/28/99,1999,2,Brian McKnight,Brian McKnight,Back At One,Back At One,4:22,Motown 156501,Brian McKnight--Back At One (1999),%22Brian McKnight%22+%22Back At One%22,%22Brian McKnight%22+%22Back At One%22,%22Brian McKnight%22+%22Back At One%22,,,%22Brian McKnight%22+%22Back At One%22,,,https://www.google.com/search?q=%22Brian McKnight%22+%22Back At One%22&ie=utf-8&oe=utf-8
08/28/99,1999,3,Lou Bega,Lou Bega,Mambo No. 5 (A Little Bit Of..),Mambo No. 5 (A Little Bit Of..),3:41,RCA 65842,Lou Bega--Mambo No. 5 (A Little Bit Of..) (1999),%22Lou Bega%22+%22Mambo No. 5 (A Little Bit Of..)%22,%22Lou Bega%22+%22Mambo No. 5 (A Little Bit Of..)%22,%22Lou Bega%22+%22Mambo No. 5 (A Little Bit Of..)%22,,,%22Lou Bega%22+%22Mambo No. 5 (A Little Bit Of..)%22,31,49,https://www.google.com/search?q=%22Lou Bega%22+%22Mambo No. 5%22&ie=utf-8&oe=utf-8
08/28/99,1999,12,R. Kelly,R. Kelly,If I Could Turn Back The Hands Of Time,If I Could Turn Back the Hands of Time,6:13,Jive 42623,R. Kelly--If I Could Turn Back the Hands of Time (1999),%22R. Kelly%22+%22If I Could Turn Back the Hands of Time%22,%22R. Kelly%22+%22If I Could Turn Back the Hands of Time%22,%22R. Kelly%22+%22If I Could Turn Back the Hands of Time%22,,,%22R. Kelly%22+%22If I Could Turn Back the Hands of Time%22,,,https://www.google.com/search?q=%22R. Kelly%22+%22If I Could Turn Back the Hands of Time%22&ie=utf-8&oe=utf-8
08/28/99,1999,24,Martina McBride,Martina McBride,I Love You,I Love You,2:55,RCA Album Cut,Martina McBride--I Love You (1999),%22Martina McBride%22+%22I Love You%22,%22Martina McBride%22+%22I Love You%22,%22Martina McBride%22+%22I Love You%22,,,%22Martina McBride%22+%22I Love You%22,,,https://www.google.com/search?q=%22Martina McBride%22+%22I Love You%22&ie=utf-8&oe=utf-8
08/28/99,1999,52,Jay-Z,Jay-Z,Girl’s Best Friend,Girl's Best Friend,4:00,Epic Album Cut,Jay-Z--Girl's Best Friend (1999),%22Jay-Z%22+%22Girl's Best Friend%22,%22Jay-Z%22+%22Girl%27s Best Friend%22,%22Jay-Z%22+%22Girl%27s Best Friend%22,,,%22Jay-Z%22+%22Girl%27s Best Friend%22,,,https://www.google.com/search?q=%22Jay-Z%22+%22Girl%27s Best Friend%22&ie=utf-8&oe=utf-8
08/28/99,1999,76,Erykah Badu Featuring Rahzel,Erykah Badu,Southern Gul,Southern Gul,3:09,Motown 56360,Erykah Badu--Southern Gul (1999),%22Erykah Badu%22+%22Southern Gul%22,%22Erykah Badu%22+%22Southern Gul%22,%22Erykah Badu%22+%22Southern Gul%22,,,%22Erykah Badu%22+%22Southern Gul%22,,,https://www.google.com/search?q=%22Erykah Badu%22+%22Southern Gul%22&ie=utf-8&oe=utf-8
09/04/99,1999,1,Mariah Carey Featuring Jay-Z,Mariah Carey,Heartbreaker,Heartbreaker,4:42,Columbia 79260,Mariah Carey--Heartbreaker (1999),%22Mariah Carey%22+%22Heartbreaker%22,%22Mariah Carey%22+%22Heartbreaker%22,%22Mariah Carey%22+%22Heartbreaker%22,,,%22Mariah Carey%22+%22Heartbreaker%22,,,https://www.google.com/search?q=%22Mariah Carey%22+%22Heartbreaker%22&ie=utf-8&oe=utf-8
09/04/99,1999,2,N’Sync & Gloria Estefan,N'Sync & Gloria Estefan,Music Of My Heart,Music of My Heart,4:27,Epic 79245,N'Sync & Gloria Estefan--Music of My Heart (1999),%22N'Sync & Gloria Estefan%22+%22Music of My Heart%22,%22N%27Sync & Gloria Estefan%22+%22Music of My Heart%22,%22N%27Sync & Gloria Estefan%22+%22Music of My Heart%22,13,29,%22N%27Sync%22+%22Music of My Heart%22,,,https://www.google.com/search?q=%22N%27Sync%22+%22Music of My Heart%22&ie=utf-8&oe=utf-8
09/04/99,1999,4,Whitney Houston,Whitney Houston,My Love Is Your Love,My Love Is Your Love,4:16,Arista 13730,Whitney Houston--My Love Is Your Love (1999),%22Whitney Houston%22+%22My Love Is Your Love%22,%22Whitney Houston%22+%22My Love Is Your Love%22,%22Whitney Houston%22+%22My Love Is Your Love%22,,,%22Whitney Houston%22+%22My Love Is Your Love%22,,,https://www.google.com/search?q=%22Whitney Houston%22+%22My Love Is Your Love%22&ie=utf-8&oe=utf-8
09/04/99,1999,45,George Strait,George Strait,What Do You Say To That,What Do You Say to That,2:55,MCA Album Cut,George Strait--What Do You Say to That (1999),%22George Strait%22+%22What Do You Say to That%22,%22George Strait%22+%22What Do You Say to That%22,%22George Strait%22+%22What Do You Say to That%22,,,%22George Strait%22+%22What Do You Say to That%22,,,https://www.google.com/search?q=%22George Strait%22+%22What Do You Say to That%22&ie=utf-8&oe=utf-8
09/04/99,1999,54,Joey McIntyre,Joey McIntyre,I Love You Came Too Late,I Love You Came Too Late,3:14,C2 79244,Joey McIntyre--I Love You Came Too Late (1999),%22Joey McIntyre%22+%22I Love You Came Too Late%22,%22Joey McIntyre%22+%22I Love You Came Too Late%22,%22Joey McIntyre%22+%22I Love You Came Too Late%22,,,%22Joey McIntyre%22+%22I Love You Came Too Late%22,,,https://www.google.com/search?q=%22Joey McIntyre%22+%22I Love You Came Too Late%22&ie=utf-8&oe=utf-8
09/11/99,1999,3,Marc Anthony,Marc Anthony,I Need To Know,I Need to Know,3:45,Columbia 79250,Marc Anthony--I Need to Know (1999),%22Marc Anthony%22+%22I Need to Know%22,%22Marc Anthony%22+%22I Need to Know%22,%22Marc Anthony%22+%22I Need to Know%22,,,%22Marc Anthony%22+%22I Need to Know%22,,,https://www.google.com/search?q=%22Marc Anthony%22+%22I Need to Know%22&ie=utf-8&oe=utf-8
09/11/99,1999,5,Garth Brooks as Chris Gaines,Garth Brooks,Lost In You,Lost in You,3:05,Capitol 58788,Garth Brooks--Lost in You (1999),%22Garth Brooks%22+%22Lost in You%22,%22Garth Brooks%22+%22Lost in You%22,%22Garth Brooks%22+%22Lost in You%22,,,%22Garth Brooks%22+%22Lost in You%22,,,https://www.google.com/search?q=%22Garth Brooks%22+%22Lost in You%22&ie=utf-8&oe=utf-8
09/11/99,1999,7,Creed,Creed,Higher,Higher,5:16,Wind-Up Album Cut,Creed--Higher (1999),%22Creed%22+%22Higher%22,%22Creed%22+%22Higher%22,%22Creed%22+%22Higher%22,,,%22Creed%22+%22Higher%22,,,https://www.google.com/search?q=%22Creed%22+%22Higher%22&ie=utf-8&oe=utf-8
09/11/99,1999,8,Deborah Cox,Deborah Cox,We Can’t Be Friends,We Can't Be Friends,4:15,Arista 13724,Deborah Cox--We Can't Be Friends (1999),%22Deborah Cox%22+%22We Can't Be Friends%22,%22Deborah Cox%22+%22We Can%27t Be Friends%22,%22Deborah Cox%22+%22We Can%27t Be Friends%22,,,%22Deborah Cox%22+%22We Can%27t Be Friends%22,,,https://www.google.com/search?q=%22Deborah Cox%22+%22We Can%27t Be Friends%22&ie=utf-8&oe=utf-8
